Card Name,Card Code,Copies Possessed (out of 3),Class,Traits,Card Type,Card Cost,Attack,Defense,Artist,Promo Obtain Source (if PR in code),Art URL
Momoka Sakurai,CSD02a-P03EN,0,Forestcraft,iM@S CG|Cute,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-P03EN.png
Akiha Ikebukuro,CSD02a-P04EN,0,Runecraft,iM@S CG|Cute,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-P04EN.png
Akiha Ikebukuro,CSD02a-P05EN,0,Runecraft,iM@S CG|Cute,Follower / Evolved,-,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-P05EN.png
Nene Kurihara,CSD02a-P06EN,0,Dragoncraft,iM@S CG|Cute,Follower,5,3,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-P06EN.png
Nene Kurihara,CSD02a-P07EN,0,Dragoncraft,iM@S CG|Cute,Follower / Evolved,-,4,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-P07EN.png
Karin Domyoji,CSD02a-P08EN,0,Havencraft,iM@S CG|Cute,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-P08EN.png
Uzuki Shimamura [P.C.S.],CSD02a-SL01EN,0,Swordcraft,iM@S CG|Cute,Follower,7,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-SL01EN.png
Kyoko Igarashi [P.C.S.],CSD02a-SL02EN,0,Swordcraft,iM@S CG|Cute,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-SL02EN.png
Miho Kohinata [P.C.S.],CSD02a-SL03EN,0,Swordcraft,iM@S CG|Cute,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-SL03EN.png
Cute Earrings,CSD02a-T01EN,0,Neutral,iM@S CG,Spell / Token,4,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02a/CSD02a-T01EN.png
Rin Shibuya [Triad Primus],CSD02b-001EN,0,Swordcraft,iM@S CG|Cool,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-001EN.png
Nao Kamiya [Over the Rainbow],CSD02b-002EN,0,Swordcraft,iM@S CG|Cool,Follower,5,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-002EN.png
Karen Hojo [Song for Life],CSD02b-003EN,0,Swordcraft,iM@S CG|Cool,Follower,1,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-003EN.png
Yasuha Okazaki,CSD02b-004EN,0,Runecraft,iM@S CG|Cool,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-004EN.png
Yukimi Sajo,CSD02b-005EN,0,Abysscraft,iM@S CG|Cool,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-005EN.png
Yukimi Sajo,CSD02b-006EN,0,Abysscraft,iM@S CG|Cool,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-006EN.png
Kako Takafuji,CSD02b-007EN,0,Havencraft,iM@S CG|Cool,Follower,1,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-007EN.png
Kako Takafuji,CSD02b-008EN,0,Havencraft,iM@S CG|Cool,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-008EN.png
Chizuru Matsuo,CSD02b-009EN,0,Swordcraft,iM@S CG|Cool,Follower,2,2,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-009EN.png
Seira Mizuki,CSD02b-010EN,0,Runecraft,iM@S CG|Cool,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-010EN.png
Seira Mizuki,CSD02b-011EN,0,Runecraft,iM@S CG|Cool,Follower / Evolved,-,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-011EN.png
Honoka Ayase,CSD02b-012EN,0,Forestcraft,iM@S CG|Cool,Follower,1,2,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-012EN.png
Otoha Umeki,CSD02b-013EN,0,Forestcraft,iM@S CG|Cool,Follower,2,1,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-013EN.png
A Single Vessel,CSD02b-014EN,0,Forestcraft,iM@S CG|Cool,Amulet,2,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-014EN.png
Full Bloom Panorama,CSD02b-015EN,0,Runecraft,iM@S CG|Cool,Spell,5,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-015EN.png
Noa Takamine,CSD02b-016EN,0,Dragoncraft,iM@S CG|Cool,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-016EN.png
Noa Takamine,CSD02b-017EN,0,Dragoncraft,iM@S CG|Cool,Follower / Evolved,-,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-017EN.png
Rookie Trainer,CSD02b-018EN,0,Neutral,iM@S CG,Follower,1,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-018EN.png
Rin Shibuya [Stage of Magic],CSD02b-LD%E2%93%8801EN,0,Swordcraft,,Leader,-,-,-,CSD02b-LDⓈ01EN,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-LDâ“ˆ01EN.png
Rin Shibuya [Stage of Magic],CSD02b-LD01EN,0,Swordcraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-LD01EN.png
Yasuha Okazaki,CSD02b-P01EN,0,Runecraft,iM@S CG|Cool,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-P01EN.png
Yukimi Sajo,CSD02b-P02EN,0,Abysscraft,iM@S CG|Cool,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-P02EN.png
Yukimi Sajo,CSD02b-P03EN,0,Abysscraft,iM@S CG|Cool,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-P03EN.png
Kako Takafuji,CSD02b-P04EN,0,Havencraft,iM@S CG|Cool,Follower,1,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-P04EN.png
Kako Takafuji,CSD02b-P05EN,0,Havencraft,iM@S CG|Cool,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-P05EN.png
Chizuru Matsuo,CSD02b-P06EN,0,Swordcraft,iM@S CG|Cool,Follower,2,2,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-P06EN.png
Seira Mizuki,CSD02b-P07EN,0,Runecraft,iM@S CG|Cool,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-P07EN.png
Seira Mizuki,CSD02b-P08EN,0,Runecraft,iM@S CG|Cool,Follower / Evolved,-,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-P08EN.png
Rin Shibuya [Triad Primus],CSD02b-SL01EN,0,Swordcraft,iM@S CG|Cool,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-SL01EN.png
Nao Kamiya [Over the Rainbow],CSD02b-SL02EN,0,Swordcraft,iM@S CG|Cool,Follower,5,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-SL02EN.png
Karen Hojo [Song for Life],CSD02b-SL03EN,0,Swordcraft,iM@S CG|Cool,Follower,1,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-SL03EN.png
Cool Earrings,CSD02b-T01EN,0,Neutral,iM@S CG,Spell / Token,4,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02b/CSD02b-T01EN.png
Mio Honda [Positive Passion],CSD02c-001EN,0,Swordcraft,iM@S CG|Passion,Follower,6,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-001EN.png
Aiko Takamori [Handmade Happiness],CSD02c-002EN,0,Forestcraft,iM@S CG|Passion,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-002EN.png
Akane Hino [Positive Passion],CSD02c-003EN,0,Havencraft,iM@S CG|Passion,Follower,8,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-003EN.png
Kaoru Ryuzaki,CSD02c-004EN,0,Dragoncraft,iM@S CG|Passion,Follower,1,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-004EN.png
Suzuho Ueda,CSD02c-005EN,0,Forestcraft,iM@S CG|Passion,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-005EN.png
Suzuho Ueda,CSD02c-006EN,0,Forestcraft,iM@S CG|Passion,Follower / Evolved,-,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-006EN.png
Miria Akagi,CSD02c-007EN,0,Swordcraft,iM@S CG|Passion,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-007EN.png
Miria Akagi,CSD02c-008EN,0,Swordcraft,iM@S CG|Passion,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-008EN.png
Miu Yaguchi,CSD02c-009EN,0,Swordcraft,iM@S CG|Passion,Follower,3,2,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-009EN.png
Kumiko Matsuyama,CSD02c-010EN,0,Swordcraft,iM@S CG|Passion,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-010EN.png
Kumiko Matsuyama,CSD02c-011EN,0,Swordcraft,iM@S CG|Passion,Follower / Evolved,-,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-011EN.png
Kirari Moroboshi,CSD02c-012EN,0,Swordcraft,iM@S CG|Passion,Follower,9,9,9,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-012EN.png
Tokiko Zaizen,CSD02c-013EN,0,Dragoncraft,iM@S CG|Passion,Follower,3,4,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-013EN.png
Syoko Hoshi,CSD02c-014EN,0,Abysscraft,iM@S CG|Passion,Follower,2,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-014EN.png
Syoko Hoshi,CSD02c-015EN,0,Abysscraft,iM@S CG|Passion,Follower / Evolved,-,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-015EN.png
Natalia,CSD02c-016EN,0,Havencraft,iM@S CG|Passion,Follower,2,1,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-016EN.png
Shizuku Oikawa,CSD02c-017EN,0,Havencraft,iM@S CG|Passion,Follower,3,2,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-017EN.png
Sanae Katagiri,CSD02c-018EN,0,Havencraft,iM@S CG|Passion,Follower,7,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-018EN.png
Mio Honda [Stage of Magic],CSD02c-LD%E2%93%8801EN,0,Swordcraft,,Leader,-,-,-,CSD02c-LDⓈ01EN,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-LDâ“ˆ01EN.png
Mio Honda [Stage of Magic],CSD02c-LD01EN,0,Swordcraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-LD01EN.png
Kaoru Ryuzaki,CSD02c-P01EN,0,Dragoncraft,iM@S CG|Passion,Follower,1,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-P01EN.png
Suzuho Ueda,CSD02c-P02EN,0,Forestcraft,iM@S CG|Passion,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-P02EN.png
Suzuho Ueda,CSD02c-P03EN,0,Forestcraft,iM@S CG|Passion,Follower / Evolved,-,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-P03EN.png
Miria Akagi,CSD02c-P04EN,0,Swordcraft,iM@S CG|Passion,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-P04EN.png
Miria Akagi,CSD02c-P05EN,0,Swordcraft,iM@S CG|Passion,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-P05EN.png
Miu Yaguchi,CSD02c-P06EN,0,Swordcraft,iM@S CG|Passion,Follower,3,2,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-P06EN.png
Kumiko Matsuyama,CSD02c-P07EN,0,Swordcraft,iM@S CG|Passion,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-P07EN.png
Kumiko Matsuyama,CSD02c-P08EN,0,Swordcraft,iM@S CG|Passion,Follower / Evolved,-,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-P08EN.png
Mio Honda [Positive Passion],CSD02c-SL01EN,0,Swordcraft,iM@S CG|Passion,Follower,6,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-SL01EN.png
Aiko Takamori [Handmade Happiness],CSD02c-SL02EN,0,Forestcraft,iM@S CG|Passion,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-SL02EN.png
Akane Hino [Positive Passion],CSD02c-SL03EN,0,Havencraft,iM@S CG|Passion,Follower,8,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-SL03EN.png
Passion Earrings,CSD02c-T01EN,0,Neutral,iM@S CG,Spell / Token,4,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD02c/CSD02c-T01EN.png
Alfred Early,CSD03a-001EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,4,3,3,Design: 伊藤彰 Illustration: 三好載克,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-001EN.png
"King of Knights, Alfred",CSD03a-002EN,0,Swordcraft,Vanguard|Royal Paladin,Follower / Evolved,-,4,4,伊藤彰,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-002EN.png
Blaster Blade,CSD03a-003EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,3,3,3,Design: 伊藤彰 Illustration: TMS,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-003EN.png
Blaster Blade,CSD03a-004EN,0,Swordcraft,Vanguard|Royal Paladin,Follower / Evolved,-,4,4,伊藤彰,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-004EN.png
Wingal,CSD03a-005EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,1,2,2,TMS,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-005EN.png
"Knight of Conviction, Bors",CSD03a-006EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,3,3,3,wolfina,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-006EN.png
"Flash Shield, Iseult",CSD03a-007EN,0,Swordcraft,Vanguard|Royal Paladin,Spell,1,-,-,タイキ,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-007EN.png
"Knight of Silence, Gallatin",CSD03a-008EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,5,5,4,村枝賢一,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-008EN.png
"Little Sage, Marron",CSD03a-009EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,3,3,4,山﨑奈苗,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-009EN.png
"Lake Maiden, Lien",CSD03a-010EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,2,2,3,三好載克,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-010EN.png
"Knight of Rose, Morgana",CSD03a-011EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,2,2,2,Ryo-ta.H,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-011EN.png
"Future Knight, Llew",CSD03a-012EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,2,2,3,山崎太郎,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-012EN.png
Margal,CSD03a-013EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,1,2,2,田所哲平,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-013EN.png
Flogal,CSD03a-014EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,2,2,3,松島一夫,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-014EN.png
"Yggdrasil Maiden, Elaine",CSD03a-015EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,2,2,3,武井宏之,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-015EN.png
Stardust Trumpeter,CSD03a-016EN,0,Swordcraft,Vanguard|Royal Paladin,Amulet,2,-,-,竜徹,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-016EN.png
Drive Point,CSD03a-017EN,0,Neutral,,Spell / Evolved,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-017EN.png
"Aichi Sendou [Arise, My Avatar!!]",CSD03a-LD01EN,0,Swordcraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-LD01EN.png
Wingal,CSD03a-P01EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,1,2,2,TMS,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-P01EN.png
"Knight of Conviction, Bors",CSD03a-P02EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,3,3,3,wolfina,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-P02EN.png
"Flash Shield, Iseult",CSD03a-P03EN,0,Swordcraft,Vanguard|Royal Paladin,Spell,1,-,-,タイキ,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-P03EN.png
"Knight of Silence, Gallatin",CSD03a-P04EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,5,5,4,村枝賢一,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-P04EN.png
"Little Sage, Marron",CSD03a-P05EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,3,3,4,山﨑奈苗,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-P05EN.png
"Lake Maiden, Lien",CSD03a-P06EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,2,2,3,三好載克,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-P06EN.png
"Knight of Rose, Morgana",CSD03a-P07EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,2,2,2,Ryo-ta.H,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-P07EN.png
Stardust Trumpeter,CSD03a-P08EN,0,Swordcraft,Vanguard|Royal Paladin,Amulet,2,-,-,竜徹,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-P08EN.png
Alfred Early,CSD03a-SL01EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,4,3,3,Design: 伊藤彰 Illustration: 三好載克,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-SL01EN.png
"King of Knights, Alfred",CSD03a-SL02EN,0,Swordcraft,Vanguard|Royal Paladin,Follower / Evolved,-,4,4,伊藤彰,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-SL02EN.png
Blaster Blade,CSD03a-SL03EN,0,Swordcraft,Vanguard|Royal Paladin,Follower,3,3,3,Design: 伊藤彰 Illustration: TMS,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-SL03EN.png
Blaster Blade,CSD03a-SL04EN,0,Swordcraft,Vanguard|Royal Paladin,Follower / Evolved,-,4,4,伊藤彰,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03a/CSD03a-SL04EN.png
Dragonic Overlord,CSD03b-001EN,0,Dragoncraft,Vanguard|Kagero,Follower,4,4,4,Design: 伊藤彰 Illustration: TMS,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-001EN.png
Dragonic Overlord,CSD03b-002EN,0,Dragoncraft,Vanguard|Kagero,Follower / Evolved,-,5,5,伊藤彰,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-002EN.png
"Dragon Monk, Goku",CSD03b-003EN,0,Dragoncraft,Vanguard|Kagero,Follower,6,5,5,齋藤直葵,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-003EN.png
"Dragon Knight, Aleph",CSD03b-004EN,0,Dragoncraft,Vanguard|Kagero,Follower,3,3,3,増田幹生,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-004EN.png
"Embodiment of Victory, Aleph",CSD03b-005EN,0,Dragoncraft,Vanguard|Kagero,Follower / Evolved,-,4,4,増田幹生,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-005EN.png
Berserk Dragon,CSD03b-006EN,0,Dragoncraft,Vanguard|Kagero,Follower,3,3,3,コガラツ,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-006EN.png
"Wyvern Guard, Barri",CSD03b-007EN,0,Dragoncraft,Vanguard|Kagero,Spell,1,-,-,Toshiaki Takayama,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-007EN.png
"Dragon Knight, Nehalem",CSD03b-008EN,0,Dragoncraft,Vanguard|Kagero,Follower,2,2,2,辻野芳輝,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-008EN.png
"Embodiment of Armor, Bahr",CSD03b-009EN,0,Dragoncraft,Vanguard|Kagero,Follower,3,3,4,Hirokorin,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-009EN.png
Chain-Attack Sutherland,CSD03b-010EN,0,Dragoncraft,Vanguard|Kagero,Follower,3,2,2,百瀬寿,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-010EN.png
"Follower, Reas",CSD03b-011EN,0,Dragoncraft,Vanguard|Kagero,Follower,1,1,1,百瀬寿,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-011EN.png
"Embodiment of Spear, Tahr",CSD03b-012EN,0,Dragoncraft,Vanguard|Kagero,Follower,2,3,1,松島一夫,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-012EN.png
Gattling Claw Dragon,CSD03b-013EN,0,Dragoncraft,Vanguard|Kagero,Follower,2,2,3,山宗,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-013EN.png
"Lizard Soldier, Ganlu",CSD03b-014EN,0,Dragoncraft,Vanguard|Kagero,Follower,1,1,2,山宗,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-014EN.png
"Dragon Monk, Genjo",CSD03b-015EN,0,Dragoncraft,Vanguard|Kagero,Follower,1,1,1,百瀬寿,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-015EN.png
"Lizard Runner, Undeux",CSD03b-016EN,0,Dragoncraft,Vanguard|Kagero,Amulet,2,-,-,安達洋介,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-016EN.png
Drive Point,CSD03b-017EN,0,Neutral,,Spell / Evolved,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-017EN.png
Toshiki Kai [Burn in Apocalyptic Fire!!],CSD03b-LD01EN,0,Dragoncraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-LD01EN.png
"Dragon Knight, Aleph",CSD03b-P01EN,0,Dragoncraft,Vanguard|Kagero,Follower,3,3,3,増田幹生,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P01EN.png
